,road,km,type,name,length,condition,lat,lon,model_type
29,N1,452.793,Slab Culvert,DONDOMIA,2.7,A,20.9303996793814,92.2639787999999,bridge
30,N1,452.624,RCC Girder Bridge,DOMDO MIA,13.5,B,20.9318757724226,92.263712625,bridge
31,N1,452.561,RCC Girder Bridge,DOMDO MIA BRIDGE,13.5,B,20.9324260319587,92.2636134,bridge
32,N1,451.984,RCC Girder Bridge,DONDO MIA CHAK POST BRIDGE,51.0,B,20.93730526,92.26237497,bridge
33,N1,451.328,RCC Girder Bridge,DHANDO MIA,38.6,C,20.9427885228723,92.260596812234,bridge
34,N1,450.943,Box Culvert,DOMMO MIA BOX CULVERT,1.2,A,20.9458507925133,92.2603333,bridge
35,N1,450.759,Slab Culvert,DONDO MIA BOX CULVERT,2.7,A,20.9470947924242,92.2597883075757,bridge
36,N1,450.599,Box Culvert,DONDO MIA BOX CULVERT,1.5,A,20.9481536869565,92.2592633282608,bridge
37,N1,450.446,RCC Girder Bridge,DOMDO MIA BRIDGE,37.2,C,20.9491451322709,92.2584208880478,bridge
38,N1,449.7,RCC Girder Bridge,JADIMURA BRIDGE.,7.5,A,20.9549388422619,92.2555312529762,bridge
39,N1,449.439,Box Culvert,JADIMORH BOX CULVERT,1.2,A,20.9571000129411,92.2546526588235,bridge
40,N1,449.101,RCC Girder Bridge,Jadirghat Bridge,41.75,C,20.9599449953642,92.2537187390728,bridge
41,N1,448.926,RCC Girder Bridge,Noya Para Bridge,9.2,A,20.9614231446428,92.2532539928571,bridge
42,N1,448.581,Box Culvert,NOYA PARA BOX CULVERT(R,1.2,A,20.9641892820433,92.2518817702786,bridge
43,N1,448.581,Box Culvert,NOYA PARA (MUSJID BOX CULVERT(L,1.2,A,20.9641892820433,92.2518817702786,bridge
44,N1,448.481,Box Culvert,NOYA PARA CULVERT,1.2,A,20.9649678916913,92.2514288706231,bridge
45,N1,448.391,Box Culvert,NOYA PARA CULVERT,1.2,A,20.9655685949554,92.2508723928783,bridge
46,N1,448.054,RCC Girder Bridge,Mosinni Mor Bridge,8.8,B,20.967853415126,92.2489720949579,bridge
47,N1,447.893,Box Culvert,NAYA PARA BOX CULVERT,1.2,A,20.9691570827586,92.2486529011494,bridge
48,N1,447.401,RCC Girder Bridge,Noya Para Bridge,30.4,C,20.9732781770034,92.2493761152148,bridge
49,N1,447.084,Slab Culvert,NAYAPARA BOX CULVERT,2.8,A,20.9759372216027,92.2499898655052,bridge
50,N1,446.71,RCC Girder Bridge,LADAPARA RCC GIDER BRIDGE,36.6,C,20.9790279773542,92.2512228468609,bridge
51,N1,446.435,Box Culvert,LADA BAZAR BOX CULVERT,1.2,C,20.9813317189461,92.2521134830717,bridge
52,N1,445.478,RCC Girder Bridge,Ala Khali Kuna Para Bridge,29.9,C,20.9893582625336,92.2545712327493,bridge
53,N1,444.315,RCC Girder Bridge,Rongi-Khali Bridge,12.5,C,20.9994058966292,92.2537214265168,bridge
54,N1,443.564,Slab Culvert,RONGI HALI BOX CULVERT,2.8,B,21.0058252962264,92.252279838915,bridge
55,N1,443.024,RCC Girder Bridge,Chowdhory Para Bridge,45.6,C,21.0097686468354,92.2495377240506,bridge
56,N1,442.161,Slab Culvert,NAT MURA PARA BOX CULVERT,1.9,A,21.015929034375,92.2447567,bridge
57,N1,441.974,Slab Culvert,NILA DOGA PARA BOX CULVERT,2.8,A,21.0173417560386,92.2438384763284,bridge
58,N1,441.666,Slab Culvert,NILA - DORGA- PARA-(1 BOX,2.8,A,21.0198087471074,92.2428140276859,bridge
59,N1,440.977,Slab Culvert,NILA. BARAR BOX CULVERT,2.9,A,21.0256598717703,92.2418041698564,bridge
60,N1,440.724,Slab Culvert,NILLA BOX CULVERT (1,4.4,A,21.0279544680791,92.2415858245762,bridge
61,N1,440.028,RCC Girder Bridge,Nila-Hoab Rabg Bridge,32.1,C,21.0340308457564,92.2407063719557,bridge
62,N1,439.579,Box Culvert,ALI AXBAR PARA BOX CULVERT,6.2,A,21.0376449596296,92.2390520348148,bridge
63,N1,439.235,Box Culvert,MOULOVI BAZAR BOX CULVERT,1.2,C,21.0404408514814,92.2376541207407,bridge
64,N1,439.007,Box Culvert,MOULOVI BAZAR BOX CULVERT (1,1.2,C,21.0422652012594,92.2367552062972,bridge
65,N1,438.506,RCC Girder Bridge,MOULIVI BAZAR FISHARI BRIDGE,31.7,C,21.0464598480314,92.23512063937,bridge
66,N1,437.961,Box Culvert,KHARANG KHAIL,1.2,C,21.0508486063492,92.233513137037,bridge
67,N1,437.484,Box Culvert,KHARANG KHALI - BOX CUVERT (1,2.8,C,21.0519406592592,92.2296964950617,bridge
68,N1,437.063,RCC Girder Bridge,Naya Bazar(3 Bridge,11.8,C,21.0542867597222,92.2274586981481,bridge
69,N1,436.789,RCC Girder Bridge,Naya Bazar(2 Bridge,9.4,D,21.0562943527173,92.2266452831521,bridge
70,N1,436.6,Box Culvert,NOYA BAZAR CULVERT,1.2,C,21.0579897631578,92.226509045614,bridge
71,N1,436.388,RCC Girder Bridge,Noya Bazar(1 Bridge,30.9,C,21.0598736617647,92.2263822093137,bridge
72,N1,435.748,Box Culvert,NINA BAZAR BOX CULVERT,1.2,A,21.0650398482758,92.2245345498084,bridge
73,N1,435.22,RCC Girder Bridge,GIM - MOGARI BRIDGE,7.5,C,21.0695363333333,92.2245687666666,bridge
74,N1,435.013,RCC Girder Bridge,GIMON KHALI BRIDGE,5.8,B,21.071231875641,92.2242923685897,bridge
75,N1,434.831,Box Culvert,NOYA PARA,1.3,A,21.0724929467032,92.2235128087912,bridge
76,N1,434.573,RCC Girder Bridge,NAYAPARA,5.8,A,21.0741777849315,92.2222489445205,bridge
77,N1,434.37,RCC Girder Bridge,NOYA PARA (1 BRIDGE,6.1,C,21.0757171602316,92.2214353972973,bridge
78,N1,434.124,Slab Culvert,NOYA PARA (1 BOX CULVERT,3.0,A,21.077282565,92.2199300692307,bridge
79,N1,433.826,Box Culvert,KHANCHOR PARA- BOX CULVERT,1.0,A,21.079224345977,92.2181232950191,bridge
80,N1,433.665,Box Culvert,KHANCHOR PARA (2,1.0,A,21.0804429857142,92.2174040714285,bridge
81,N1,433.441,Box Culvert,RHANCHOR PARA BOX CULVERT,1.2,A,21.0822419459459,92.2166012177177,bridge
82,N1,433.178,RCC Girder Bridge,KHAN GOR PARA BRIDGE,14.0,B,21.0844125039525,92.2159198454545,bridge
83,N1,432.924,Box Culvert,KHANGOR PRAMARY (2,1.2,A,21.0864997,92.2151111,bridge
84,N1,432.865,Slab Culvert,KHAN GIOR PARA (1,2.8,A,21.0869591497109,92.2148363748555,bridge
85,N1,432.62,Box Culvert,KANGOR PARA MOZGID,1.2,A,21.088867034104,92.213695567052,bridge
86,N1,432.411,Slab Culvert,KANGOR PARA,2.7,A,21.0905260238297,92.2128845902127,bridge
87,N1,432.19,Slab Culvert,KUTUB - DIA PARA (3,4.2,A,21.0923827310126,92.2123111474683,bridge
88,N1,431.946,Box Culvert,KUTUB DIA PARA CULVERT,2.7,A,21.0944452155388,92.2116762629072,bridge
89,N1,431.877,Box Culvert,KUTUB DIA PARA (1 CULVERT,2.7,A,21.0950312659147,92.2114600974937,bridge
90,N1,431.398,Box Culvert,UNCHING OPLONG CULVERT (1,1.2,A,21.0988710315789,92.2096579157894,bridge
91,N1,431.167,Box Culvert,ON SIFAPAING BOX CULVERT,3.0,A,21.1005774145454,92.208578050909,bridge
92,N1,430.978,RCC Girder Bridge,Unchi-Prong Bridge,34.2,C,21.1020295703488,92.2079394552325,bridge
93,N1,430.582,Box Culvert,LAMBA BIL BOX,1.2,C,21.1052944333333,92.20739816,bridge
94,N1,430.287,Box Culvert,LAMBA BIL (3 BOX CULVERT,1.2,A,21.1078333,92.2061073045454,bridge
95,N1,430.072,Slab Culvert,LAM BA BIL (2 BOX CULVERT,2.8,A,21.1083165348837,92.2053339813953,bridge
96,N1,429.912,Box Culvert,LAMBA - BIL - (1 BOX CULVERT,2.8,A,21.108771344186,92.2048378697674,bridge
97,N1,429.719,Box Culvert,LAMBABIL MIDDLE,1.2,A,21.1098838904761,92.2033796485714,bridge
98,N1,429.615,Box Culvert,LAMBABIL MIDDLE PARA,1.2,A,21.1108101507936,92.2020956942857,bridge
99,N1,429.491,Box Culvert,LAMBA-BIL PORA,1.2,A,21.1118930148936,92.2005928021276,bridge
100,N1,429.081,RCC Girder Bridge,Tasse Bridge,12.8,D,21.1145580496021,92.1980208315649,bridge
101,N1,428.89,Slab Culvert,TASSI-PARA BAR,2.8,A,21.1159743461538,92.1970744923076,bridge
102,N1,428.578,Box Culvert,AMTULI BOX CULVERT,3.4,A,21.1184609383419,92.1962922290155,bridge
103,N1,428.095,RCC Girder Bridge,Hoacx Kang Barbar Bridge,72.6,B,21.1215698917647,92.1935169658823,bridge
104,N1,427.969,RCC Girder Bridge,HOA EX KANG BAZAE,3.2,A,21.1225347168141,92.1929605601769,bridge
105,N1,427.918,RCC Girder Bridge,Moa Ex Kang Bridge,13.0,C,21.1229108079646,92.1927223495575,bridge
106,N1,427.804,RCC Girder Bridge,WHIKE KANG BRIDGE,3.35,A,21.1237604940298,92.1921588880597,bridge
107,N1,427.622,RCC Girder Bridge,Wheke Kang Bridge,6.4,D,21.125103688724,92.1913674700296,bridge
108,N1,427.231,Box Culvert,WHIKE KANG BOX CULVERT,1.2,B,21.1278570099099,92.1891953267267,bridge
109,N1,427.154,Box Culvert,WHIKE KANG BOX CULVERT,1.2,A,21.1283226864864,92.1886718423423,bridge
110,N1,427.041,Box Culvert,W HIME KANG BOX CULVERT,1.2,A,21.1290060819819,92.187903612012,bridge
111,N1,426.915,RCC Girder Bridge,Balu Khali Bridge,7.9,D,21.1297680981982,92.1870470012012,bridge
112,N1,426.881,Box Culvert,BALU KHALI -2 BOX CULVERT,1.2,C,21.1299737216216,92.1868158522522,bridge
113,N1,426.555,RCC Girder Bridge,BALUR KHALI -(1 RCC GIDER BRIDGE,4.7,B,21.1318968873563,92.1846917362069,bridge
114,N1,425.882,RCC Girder Bridge,DMONIR GONA RCC GIDER BRIDGE,3.3,A,21.1342388024291,92.179158717004,bridge
115,N1,425.715,Box Culvert,ULIBANIA BOX CULVERT,1.3,C,21.1349149157894,92.1779379605263,bridge
116,N1,425.455,RCC Girder Bridge,ULUBANIA RCC GIDER BRIDGE,4.8,A,21.1360412976525,92.1760569938967,bridge
117,N1,425.267,RCC Girder Bridge,Porbo Kata Khali Bridge,15.2,C,21.1366125359375,92.1745027796875,bridge
118,N1,424.783,Box Culvert,ULI BANIA BOX CULVERT,1.2,C,21.1373350498154,92.1700112125461,bridge
119,N1,424.577,RCC Girder Bridge,KATA KHALI RCC GIDER BRIDGE,12.3,D,21.1376124564885,92.1680587053435,bridge
120,N1,424.395,RCC Girder Bridge,GIVATOLI RCC GIDER BRIDGE,32.0,C,21.1379210829268,92.1663534195121,bridge
121,N1,424.271,Box Culvert,GIVA TOLI BOX CULVERT,1.2,A,21.1380664956896,92.1651978,bridge
122,N1,424.075,RCC Girder Bridge,GIVA TOLI RCC GIDER BRIDGE,3.3,A,21.1388871840796,92.1636379074626,bridge
123,N1,423.804,RCC Girder Bridge,GIVATOLI RCC GIDER BRIDGE,3.3,A,21.140210455058,92.1615530950248,bridge
124,N1,423.67,RCC Girder Bridge,Karontoli Bridge,15.4,C,21.1408647661691,92.1605222283582,bridge
125,N1,423.442,RCC Girder Bridge,KARUN TOLI RCC GIDER BRIDGE,3.3,B,21.1425462548387,92.159429216129,bridge
126,N1,422.784,RCC Girder Bridge,PALONG KHALI RCC GIDER BRIDGE,58.0,C,21.1477676743494,92.1570426250929,bridge
127,N1,422.447,RCC Bridge,PALONG KHALI BAZAR BRIDGE,15.2,C,21.1498906490706,92.1552156215613,bridge
128,N1,422.081,RCC Girder Bridge,PALONG KHALI BAZAR (1,9.4,C,21.1524632792452,92.1534145867924,bridge
129,N1,421.358,Box Culvert,PALONG KHALI CULVERT,3.0,C,21.1584534746478,92.1525195633802,bridge
130,N1,421.156,Box Culvert,DAIM PARA CULVERT,3.0,A,21.1602045009259,92.1525257175926,bridge
131,N1,420.952,Box Culvert,DAIM PARA CULVERT,1.25,C,21.1619757444915,92.1523314669491,bridge
132,N1,420.606,Box Culvert,DAIM PARA CULVERT,4.6,A,21.16498780625,92.152190071875,bridge
133,N1,420.537,Box Culvert,DAIM PARA CULVERT,3.0,C,21.1655725596837,92.1522082019762,bridge
134,N1,420.406,RCC Girder Bridge,DAIM PARA BRIDGE,9.3,B,21.1666653482213,92.1523376486166,bridge
135,N1,420.18,Box Culvert,JAM TOLI BOX CULVERT,3.0,A,21.168232930909,92.1531459818181,bridge
136,N1,420.093,RCC Girder Bridge,Jam Toli Bridge,9.4,C,21.1688213638709,92.153662396129,bridge
137,N1,419.88,RCC Girder Bridge,CHANG KHALI BRIDGE,31.1,B,21.1703723502057,92.1547387765432,bridge
138,N1,419.63,RCC Girder Bridge,CHANG KHALI BRIDGE,9.4,C,21.1724828063829,92.1552940329787,bridge
139,N1,419.278,RCC Girder Bridge,Thang Khali Bridge,48.2,D,21.1754208098765,92.1562526135802,bridge
140,N1,419.036,Box Culvert,THANG KHALI BOX CULVERT,3.1,B,21.177417156701,92.1570372113402,bridge
141,N1,418.76,Box Culvert,THANGKHALI BOX CULVERT,3.1,C,21.1797067107296,92.1578310562231,bridge
142,N1,418.231,Box Culvert,GOGU GONA,1.2,A,21.1839744314735,92.1593026449213,bridge
143,N1,417.29,RCC Girder Bridge,BALUKHAKI,15.4,D,21.1888919350109,92.1658773557987,bridge
144,N1,416.966,RCC Girder Bridge,BALUKHALI,9.4,B,21.1907730988505,92.1680703199233,bridge
145,N1,416.354,Box Culvert,BAKUHHALI KASHAMIA,3.0,A,21.1953155305785,92.1705074661157,bridge
146,N1,416.057,RCC Girder Bridge,Balukali Old bus Stand Bridge,38.7,C,21.197632418584,92.1705772646017,bridge
147,N1,415.574,Box Culvert,BALUKHALI KASTOM,3.1,A,21.2019671732447,92.1704006677419,bridge
148,N1,415.296,Slab Culvert,BALUKHALI-2 SLAB,2.2,A,21.2043409872865,92.1703567258064,bridge
149,N1,415.056,Box Culvert,BALAKHALI TV CENTER,6.4,A,21.2063047283582,92.1700180179104,bridge
150,N1,414.0,Slab Culvert,KOSUKONA,2.2,A,21.2144308612244,92.1664067448979,bridge
151,N1,413.901,Slab Culvert,KUTUNG PALANG SLAB,1.8,A,21.2149359632653,92.1655512030612,bridge
152,N1,413.66,Slab Culvert,KATU PALLANG SLAB,2.0,A,21.2160115861386,92.1636641564356,bridge
153,N1,413.43,Slab Culvert,KASHO - BINNAI SLAB,2.1,C,21.21737604825,92.16248399175,bridge
154,N1,413.235,Steel Beam & RCC Slab,KOSHO - BINNA - BRIDGE,10.9,C,21.218960082,92.162077758,bridge
155,N1,412.931,Slab Culvert,KUTU - PALONG MOSZID SLAB,2.2,B,21.2215199757575,92.1617032590909,bridge
156,N1,412.008,Steel Beam & RCC Slab,KUTUB PALONG,11.3,C,21.2293155332673,92.1613561450495,bridge
157,N1,411.81,Slab Culvert,P. F PARA SLAB,2.0,A,21.2308784786138,92.1607571460396,bridge
158,N1,408.235,Steel Beam & RCC Slab,UKHIYA BAZAR,20.7,B,21.2457262593333,92.1373042073333,bridge
159,N1,407.785,Slab Culvert,UKLIA-SHAHABMARKAT,2.4,C,21.2489644871959,92.1328410912932,bridge
160,N1,407.239,Steel Beam & RCC Slab,OKYIA STATION,8.5,C,21.2504537,92.1307493,bridge
161,N1,406.791,Steel Beam & RCC Slab,WEST OGALA,11.1,C,21.2538028,92.12659709,bridge
162,N1,406.517,Slab Culvert,JADIMORA (1,2.4,A,21.2552064351464,92.1243872108786,bridge
163,N1,406.218,Arch Masonry,JADIMORA (3,17.0,A,21.2570550964285,92.1224165035714,bridge
164,N1,405.969,Slab Culvert,JADI MORA (2 CULVERT,2.4,A,21.2586242226573,92.1207179843356,bridge
165,N1,405.728,Steel Beam & RCC Slab,JADIMURA BRIDGE,6.6,C,21.2600473697902,92.1189860875524,bridge
166,N1,404.774,Steel Beam & RCC Slab,MODDO RAJAPALONG,11.5,C,21.2655833478485,92.1120674774526,bridge
167,N1,404.487,Steel Beam & RCC Slab,HIZOLIA BRIDGE,50.6,C,21.2671335430292,92.1098720509466,bridge
168,N1,404.393,Steel Beam & RCC Slab,EJILA,11.1,C,21.2676412724612,92.1091529913941,bridge
169,N1,403.79,Steel Beam & RCC Slab,CHADIRIKHANA,23.5,A,21.271611640763,92.1056070839357,bridge
170,N1,403.509,Steel Beam & RCC Slab,CHADIRIKHANA,23.5,A,21.2738921701807,92.1044785698795,bridge
171,N1,403.495,Box Culvert,RATNAPALANG,14.0,A,21.2740057908634,92.1044223449799,bridge
172,N1,402.323,Box Culvert,COURT BAZAR,10.3,A,21.2837382315436,92.1005546348993,bridge
173,N1,401.89,Steel Beam & RCC Slab,COTBAZR MUSLIM HOS,11.0,B,21.28755005,92.1000623912863,bridge
174,N1,401.752,Box Culvert,SHAPUR,14.1,A,21.2887748,92.0999549688796,bridge
175,N1,400.46,Steel Beam & RCC Slab,SHAPUR STEEL BEAM AND RCC SLAB,61.3,D,21.2997453619819,92.0974772590991,bridge
176,N1,400.027,Slab Culvert,MORICHIA PALONG,2.3,C,21.3035165189189,92.0968487459459,bridge
177,N1,399.452,Box Culvert,MORICHIA PALONG,2.4,B,21.308226843421,92.0972648315789,bridge
178,N1,398.406,Steel Beam & RCC Slab,MARIECHA BAZAR,49.3,C,21.3162096661991,92.0939592732117,bridge
179,N1,397.679,Arch Masonry,Jasoya check post.,1.3,B,21.3205831278931,92.0894967632047,bridge
180,N1,397.591,Steel Beam & RCC Slab,MORICHIA,11.2,D,21.3211087823529,92.0888836352941,bridge
181,N1,397.144,RCC Girder Bridge,JASOYA PALONG RCC GIDER BRIDGE,5.0,C,21.3237869258823,92.0857429782352,bridge
182,N1,396.596,Steel Beam & RCC Slab,JASOYA PALONG,45.6,C,21.3269177037394,92.0819708735826,bridge
183,N1,395.64,Steel Beam & RCC Slab,DOA PATONG,24.1,C,21.3338390771689,92.0790428645357,bridge
184,N1,395.328,Slab Culvert,KHONIA POLONG.,2.3,B,21.3365566114155,92.0789637010654,bridge
185,N1,394.681,Box Culvert,KHONIA POLONG,14.1,A,21.3420893171962,92.0788538753271,bridge
186,N1,394.307,Steel Beam & RCC Slab,CONIA PARA,11.3,C,21.3453322117757,92.0789703396261,bridge
187,N1,393.764,PC Girder Bridge,Modomconiara,21.5,C,21.3500251952038,92.0784342935251,bridge
188,N1,393.038,Box Culvert,NORTH CONIA PARA BOX CULVERT,4.0,A,21.3562553024,92.0790827,bridge
189,N1,392.742,Slab Culvert,NORTH CONIAPARA,2.2,C,21.3587458843457,92.0793395329439,bridge
190,N1,392.619,Slab Culvert,NORTH-CONIAPARA,1.3,A,21.3597277864485,92.0798025359813,bridge
191,N1,392.526,Box Culvert,TULA BAGAN,2.5,A,21.3604702002336,92.0801526114486,bridge
192,N1,392.422,Slab Culvert,TOLA BAGAN,1.6,B,21.3613004264018,92.0805440936915,bridge
193,N1,392.093,Slab Culvert,TULA BAGAN,1.3,B,21.3641002252199,92.0813316052785,bridge
194,N1,391.997,RCC Girder Bridge,TULA BAGUN,7.1,C,21.3649267960264,92.0813617278145,bridge
195,N1,391.664,Slab Culvert,PARARHORA CULVERT,1.3,B,21.367599241791,92.0804686731343,bridge
196,N1,391.521,Slab Culvert,TULA BAGAN.,1.3,A,21.3686452190839,92.0800514992366,bridge
197,N1,391.373,Slab Culvert,TELA BAGAN SLAB CULVERT,1.3,A,21.3697436389312,92.0796434824427,bridge
198,N1,391.255,Box Culvert,TULA BAGAN BOX CULVERT,1.3,A,21.3706902708737,92.0790672786407,bridge
199,N1,391.031,Slab Culvert,TULA BAGAN SLAB CULVERT,1.3,C,21.3724168458515,92.0778930973799,bridge
200,N1,390.814,Slab Culvert,PANCR CHAR SLAB CULVERT,1.3,C,21.3737957588607,92.0766236613924,bridge
201,N1,390.595,Slab Culvert,PANAR HORA SLAB CULVERT,1.3,A,21.3743800190751,92.0748617416184,bridge
202,N1,390.506,Slab Culvert,PANAR CHORI SLAB CULVERT,1.3,A,21.3745372352601,92.0740615132948,bridge
203,N1,390.356,Slab Culvert,DHALLA SLAB CULVERT,2.4,C,21.3750850565217,92.0730282999999,bridge
204,N1,390.142,Slab Culvert,DALA SLAB CULVERT,3.0,A,21.3762792890109,92.0717458313186,bridge
205,N1,390.047,Slab Culvert,DALA SLAB CULVERT,1.5,A,21.3768882285714,92.0711223285714,bridge
206,N1,389.899,Slab Culvert,DALA-3 SLAB CULVERT,2.2,C,21.3778510915584,92.0703548240259,bridge
207,N1,389.724,Slab Culvert,DALA-2 SLAB CULVERT,1.5,A,21.3793128,92.0704913857142,bridge
208,N1,389.684,Slab Culvert,DALA -2 SLAB CULVERT,1.5,B,21.3796187798882,92.0706130385474,bridge
209,N1,389.538,Slab Culvert,PANCHORI,0.8,A,21.3808422435754,92.0709982664804,bridge
210,N1,389.282,Slab Culvert,PANCHARA SLAB CULVERT,1.7,A,21.3829076671052,92.0709510842105,bridge
211,N1,389.258,Slab Culvert,PANCHORI SLAB CULVERT,1.8,B,21.3831050828947,92.0708809157894,bridge
212,N1,389.101,Slab Culvert,PANAR CHORA SLAB CULVERT,2.8,B,21.3844064618421,92.0705223447368,bridge
213,N1,388.956,Slab Culvert,PANCHARA SLAB CULVERT,1.8,C,21.3856411333333,92.0704543196078,bridge
214,N1,388.886,Slab Culvert,PANCHARA SLAB CULVERT,2.9,C,21.386218603409,92.0702884892045,bridge
215,N1,388.733,Slab Culvert,PANCHARA SLAB CULVERT,2.7,B,21.3874538459459,92.0697162891891,bridge
216,N1,388.565,Slab Culvert,PANAR CHORH -3 SLAB CULVERT,2.7,C,21.3888052,92.0689623,bridge
217,N1,388.328,Steel Beam & RCC Slab,PANCHORA STEEL BEAM AND RCC SLAB,22.0,C,21.3908555107438,92.0684757008264,bridge
218,N1,387.843,Box Culvert,PANCHORI,8.3,A,21.3950144227586,92.0675884137931,bridge
219,N1,387.398,Arch Masonry,CHALIYA TOLI -2 ARCH MASONRY,1.3,C,21.3987858977186,92.0665265524714,bridge
220,N1,387.23,Steel Beam & RCC Slab,RAKALAN PARA STEEL BEAM AND RCC SLAB,8.0,C,21.4001878992395,92.0660829174905,bridge
221,N1,386.968,Box Culvert,CHALIYATOLI,3.6,A,21.402009374844,92.0647406251559,bridge
222,N1,386.494,Slab Culvert,CHALATOLI,1.6,A,21.4041499171641,92.0618387037313,bridge
223,N1,386.07,RCC Bridge,SHAMMOTI PARA,10.0,D,21.4063607143344,92.0580467784983,bridge
224,N1,385.78,Slab Culvert,SOUTH MITHACHARI,2.8,A,21.4079574071005,92.0560124923076,bridge
225,N1,385.614,Slab Culvert,SOUTH MITHACHARI,3.0,A,21.4088399161904,92.0550238095238,bridge
226,N1,385.237,Slab Culvert,SOUTH MITTA CULVERT,1.9,A,21.4099236838827,92.0518884435897,bridge
227,N1,384.978,Box Culvert,SOUTH MITHACHARI,8.2,A,21.4102981858461,92.0496622239999,bridge
228,N1,384.788,Slab Culvert,SOUTH MITHACHARI,2.2,B,21.4102488567901,92.0480366814814,bridge
229,N1,384.358,Steel Beam & RCC Slab,SOUTH MITTA CHORI,8.3,B,21.4110029325153,92.0443379558282,bridge
230,N1,384.001,Box Culvert,SHORAR COOL,8.3,A,21.4124968430517,92.0395268517711,bridge
231,N1,383.632,Box Culvert,KANAR PARA,10.9,A,21.4142599314893,92.0386736859574,bridge
232,N1,383.269,RCC Girder Bridge,HAMBIR GONA-(2,8.1,C,21.4161167631868,92.0359357093406,bridge
233,N1,383.098,Box Culvert,HAMBIR GONA (1,7.2,B,21.4170232427616,92.0347260730512,bridge
234,N1,382.649,Box Culvert,KAMBIR GONA,2.4,C,21.4194017834586,92.031682906015,bridge
235,N1,382.055,Steel Beam & RCC Slab,BASIC ARIA (1,11.3,C,21.4226721680412,92.0272924520618,bridge
236,N1,381.985,RCC Girder Bridge,BESIC AREA,4.5,C,21.423063061512,92.0267879589347,bridge
237,N1,381.374,Box Culvert,LINK ROAD CULVERT,9.0,A,21.426498621044,92.0238834076672,bridge
238,N1,380.759,Box Culvert,RABAR DAM BOX,10.3,A,21.4301539217391,92.0283434956521,bridge
239,N1,380.615,Box Culvert,MOHURI RARA BOX,3.5,A,21.4303257834586,92.0296206984962,bridge
240,N1,380.346,RCC Girder Bridge,Bakkhali Bridge,136.3,C,21.4294033629834,92.0318887491712,bridge
241,N1,379.504,Box Culvert,MUKTAR KUL,9.2,A,21.4297884,92.0395945696,bridge
242,N1,379.004,Box Culvert,WEST DOVGE BOX CULVERT,10.9,A,21.4294452102564,92.0443807192307,bridge
243,N1,378.492,RCC Girder Bridge,SARKAR PARA BRIDGE,13.0,A,21.4275245,92.0486482172786,bridge
244,N1,378.02,Box Culvert,KHURULIA CHAIRMAN PARA BOX CULVERT,7.2,A,21.4280584948275,92.0532281715517,bridge
245,N1,377.753,Box Culvert,KHURULIA SCHOOL BOX CULVERT,18.6,A,21.4280296848739,92.0557570361344,bridge
246,N1,377.519,Box Culvert,KHURULIA SCHOOL BOX CULVERT,16.6,A,21.4278354522255,92.0579673860534,bridge
247,N1,377.189,Box Culvert,KHURULIA CULVERT,6.8,A,21.4273089357414,92.0610656669201,bridge
248,N1,376.931,Box Culvert,KHURUTIA BOX CULVERT,2.0,A,21.4271759977099,92.0634431893129,bridge
249,N1,376.062,Box Culvert,CHAKMAR KOOL BOX CULVERT,9.4,A,21.4273654498084,92.0708934808429,bridge
250,N1,375.416,Box Culvert,CHAKMARKOOL,12.4,A,21.4264716,92.0767771,bridge
251,N1,375.035,Box Culvert,SAMBAR PUL CULVERT,7.4,A,21.4267747132812,92.0804427367187,bridge
252,N1,374.655,Box Culvert,ROMA TECHIPUL,8.2,A,21.4271063768115,92.0840258231884,bridge
253,N1,374.081,Box Culvert,ROMA CALLAGE BOX CULVERT,18.8,A,21.427895984,92.089450816,bridge
254,N1,373.598,Box Culvert,RAMU MOUR BOX CULVDERT,12.8,A,21.4283515971831,92.0940714267605,bridge
255,N1,373.424,Box Culvert,RAMU BY PASS MORE,3.5,A,21.4288400316455,92.0953913860759,bridge
256,N1,373.192,Box Culvert,RAMU BRAC OFFICE,7.2,A,21.4308087593886,92.0961182921397,bridge
257,N1,372.782,Box Culvert,MARULA BOX CULVERT,2.5,A,21.4342084624161,92.0972607067114,bridge
258,N1,372.43,Box Culvert,MARULA (WEST,3.0,A,21.4372009552325,92.0983672723837,bridge
259,N1,371.848,PC Girder Bridge,MITACMARI RAMU BRIDGE,58.6,B,21.4418389714285,92.1007083571428,bridge
260,N1,371.64,Box Culvert,RAMU HOSPITAL GATE,1.5,A,21.4433865625,92.1012678785714,bridge
261,N1,370.799,Box Culvert,MITA CHARI BOX CULVERT,9.2,A,21.4505569351351,92.0994681432432,bridge
262,N1,368.703,Box Culvert,JOARIANALA CULVERT,14.0,B,21.4655415307901,92.1026566882833,bridge
263,N1,368.129,PC Girder Bridge,Joarianala Bazar Bridge,57.65,A,21.470055530337,92.1006402232209,bridge
264,N1,367.6,Box Culvert,JORIANALA,3.0,A,21.4738446327586,92.0980125862068,bridge
265,N1,367.362,Box Culvert,JOARIANALA,14.0,A,21.4755164496,92.0967866511999,bridge
266,N1,366.98,Box Culvert,JOARIANALA CULVERT,7.2,A,21.4782130684357,92.0947151779329,bridge
267,N1,364.184,Box Culvert,"ROSHIDNAGAR U,R CULVERT",14.1,A,21.4948695143646,92.0783346952486,bridge
268,N1,364.056,Box Culvert,ROSHIDNAGAR (2,14.0,A,21.4957534922651,92.0776785856353,bridge
