,Unnamed: 0,road,km,type,name,length,condition,lat,lon,model_type,id
1114,559.0,N1,106.519,Box Culvert,MIABAZAR BOX CULVERT,24.0,A,23.3301462324,91.2748792824,bridge,1114
1115,,N1,105.636,link,link,1785.0,A,23.3364088522,91.2696824592,link,1115
1116,560.0,N1,104.753,Box Culvert,CHANSIRI BOXCUIVERT,14.3,A,23.342671472,91.264485636,bridge,1116
1117,,N1,104.1045,link,link,1316.0,A,23.34741757471905,91.26088835533619,link,1117
1118,561.0,N1,103.456,RCC Girder Bridge,LAL BAG RCC GIDER BRIDGE,22.8,C,23.3521636774381,91.2572910746724,bridge,1118
1119,,N1,102.197,link,link,2545.0,A,23.36176422646905,91.25115430808614,link,1119
1120,562.0,N1,100.938,RCC Girder Bridge,Suagazi Bridge.,30.48,A,23.3713647755,91.2450175414999,bridge,1120
1121,,N1,99.0975,link,link,3710.0,A,23.38450829764435,91.23421983809291,link,1121
1122,563.0,N1,97.257,RCC Girder Bridge,Matigara Bridge,27.35,C,23.3976518197887,91.2234221346859,bridge,1122
1123,,N1,95.4285,link,link,3684.0,A,23.40479212140225,91.20866255980326,link,1123
1124,564.0,N1,93.6,RCC Girder Bridge,Mostapur Bridge,27.35,C,23.4119324230158,91.1939029849206,bridge,1124
1125,,N1,92.346,link,link,2540.0,A,23.4165905967538,91.18089866107854,link,1125
1126,565.0,N1,91.092,RCC Girder Bridge,Paduar Bazar Bridge,35.97,C,23.4212487704918,91.1678943372365,bridge,1126
1127,,N1,89.4025,link,link,3408.0,A,23.432441365159498,91.15863057617764,link,1127
1128,566.0,N1,87.713,RCC Girder Bridge,Dhanpur Bridge,22.85,C,23.4436339598272,91.1493668151188,bridge,1128
1129,,N1,85.351,link,link,4737.0,A,23.4615894419136,91.13920697955939,link,1129
1130,567.0,N1,82.989,Slab Culvert,AMTOLI SLAB CULVERT,2.9,A,23.479544924,91.129047144,bridge,1130
1131,,N1,82.713,link,link,554.0,A,23.47947665603665,91.1264696132844,link,1131
1132,568.0,N1,82.437,Box Culvert,TIPRA BAZAR BOX CULVERT,1.4,A,23.4794083880733,91.1238920825688,bridge,1132
1133,,N1,81.693,link,link,1490.0,A,23.47876214650575,91.1154626449881,link,1133
1134,569.0,N1,80.949,Box Culvert,NAZIRA BOX CULVERT,3.0,B,23.4781159049382,91.1070332074074,bridge,1134
1135,,N1,79.66550000000001,link,link,2569.0,A,23.4778940950191,91.0958869233537,link,1135
1136,570.0,N1,78.382,Slab Culvert,KABILA DUBARCHAR SLAB CULVERT,1.0,C,23.4776722851,91.0847406393,bridge,1136
1137,,N1,77.4315,link,link,1902.0,A,23.479142685550002,91.07607520425,link,1137
1138,571.0,N1,76.481,Slab Culvert,NIMSHAR SLAB CULVERT,1.5,A,23.480613086,91.0674097692,bridge,1138
1139,,N1,75.8965,link,link,1172.0,A,23.4811814579342,91.0618823689421,link,1139
1140,572.0,N1,75.312,Box Culvert,COREPAI BOX CULVERT,4.6,B,23.4817498298684,91.0563549686842,bridge,1140
1141,,N1,74.7955,link,link,1038.0,A,23.48176857658745,91.05134492687941,link,1141
1142,573.0,N1,74.279,Box Culvert,CORI PAI BOX CULVERT,4.6,B,23.4817873233065,91.0463348850746,bridge,1142
1143,,N1,72.7175,link,link,3137.0,A,23.484333958515947,91.0319507888608,link,1143
1144,574.0,N1,71.156,RCC Girder Bridge,Chandinan-Shahapara Bridge.,22.55,C,23.4868805937254,91.017566692647,bridge,1144
1145,,N1,69.59800000000001,link,link,3130.0,A,23.4900767041627,91.0031433671235,link,1145
1146,575.0,N1,68.04,Box Culvert,MILL GHAT BOX CULVERT,4.5,A,23.4932728146,90.9887200416,bridge,1146
1147,,N1,67.10900000000001,link,link,1867.0,A,23.4945845643,90.9801486466,link,1147
1148,576.0,N1,66.178,Slab Culvert,KARON KHAL SLAB CULVERT,4.6,B,23.495896314,90.9715772516,bridge,1148
1149,,N1,64.858,link,link,2644.0,A,23.4986257532,90.95948083024994,link,1149
1150,577.0,N1,63.538,Box Culvert,SONAPUR BOX CULVERT,3.0,A,23.5013551924,90.9473844088999,bridge,1150
1151,,N1,63.318,link,link,444.0,A,23.5018814886,90.94531315084996,link,1151
1152,578.0,N1,63.098,Slab Culvert,MATIA BAZER,6.0,B,23.5024077848,90.9432418928,bridge,1152
1153,,N1,61.964,link,link,2272.0,A,23.5040104632,90.9323539573,link,1153
1154,579.0,N1,60.83,Box Culvert,BAKRA BOX CULVERT,3.0,B,23.5056131416,90.9214660218,bridge,1154
1155,,N1,59.834,link,link,1996.0,A,23.505807787850003,90.91182028035,link,1155
1156,580.0,N1,58.838,Box Culvert,KHAT GHOR BOX CULVERT,5.9,B,23.5060024341,90.9021745389,bridge,1156
1157,,N1,57.422,link,link,2849.0,A,23.508045096153502,90.88894747121765,link,1157
1158,581.0,N1,56.006,RCC Girder Bridge,Illiot bazar Bridge,28.9,C,23.510087758207,90.8757204035353,bridge,1158
1159,,N1,54.1595,link,link,3710.0,A,23.5165022117035,90.85996950836764,link,1159
1160,582.0,N1,52.313,Box Culvert,AITAL BANGA BOX CULVERT,4.5,C,23.5229166652,90.8442186132,bridge,1160
1161,,N1,51.435500000000005,link,link,1763.0,A,23.52794549715,90.83759804469994,link,1161
1162,583.0,N1,50.558,Box Culvert,RAIPUR BOX CULVERT,12.2,A,23.5329743291,90.8309774761999,bridge,1162
1163,,N1,49.471000000000004,link,link,2188.0,A,23.5323989028,90.82099649484995,link,1163
1164,584.0,N1,48.384,RCC Bridge,Ginlatoly,15.9,C,23.5318234765,90.8110155135,bridge,1164
1165,,N1,47.6275,link,link,1524.0,A,23.5313459087212,90.80141151533635,link,1165
1166,585.0,N1,46.871,Slab Culvert,AMIRABATH SLAB CULVERT,6.5,C,23.5308683409424,90.7918075171727,bridge,1166
1167,,N1,46.0175,link,link,1712.0,A,23.5308169345816,90.785943621163,link,1167
1168,586.0,N1,45.164,Box Culvert,SARKAR BARI CULVERT,3.9,C,23.5307655282208,90.7800797251533,bridge,1168
1169,,N1,44.05,link,link,2238.0,A,23.530285294660402,90.76916648757665,link,1169
1170,587.0,N1,42.936,RCC Girder Bridge,Shahid Nagor Bridge,16.5,C,23.5298050611,90.75825325,bridge,1170
1171,,N1,41.397999999999996,link,link,3087.0,A,23.53078192214995,90.74371562975,link,1171
1172,588.0,N1,39.86,Box Culvert,MAIS PARA BOX CULVERT,6.0,B,23.5317587831999,90.7291780095,bridge,1172
1173,,N1,39.582,link,link,570.0,A,23.532088691599952,90.72672936645,link,1173
1174,589.0,N1,39.304,RCC Girder Bridge,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,23.5324186,90.7242807234,bridge,1174
1175,,N1,38.157,link,link,3009.0,A,23.53140153665,90.71336049885,link,1175
1176,590.0,N1,37.01,PC Box,Daud Kandi Bridge,1408.8,C,23.5303844733,90.7024402743,bridge,1176
1177,,N1,36.3585,link,link,2012.0,A,23.530268217975298,90.69611772901746,link,1177
1178,591.0,N1,35.707,Box Culvert,CHAR BOUSHEA (2,8.4,A,23.5301519626506,90.6897951837349,bridge,1178
1179,,N1,35.557500000000005,link,link,315.0,A,23.530775811586402,90.68862205484746,link,1179
1180,592.0,N1,35.408,RCC Girder Bridge,CHAR BOWSHIA BRIDGE(R,24.5,B,23.5313996605222,90.68744892596,bridge,1180
1181,593.0,N1,35.408,PC Girder Bridge,BORAKANDI BRIDGE(L,24.5,B,23.5313996605222,90.68744892596,bridge,1181
1182,,N1,35.2945,link,link,244.0,A,23.53208742519195,90.68665951689705,link,1182
1183,594.0,N1,35.181,Box Culvert,.,9.5,A,23.5327751898617,90.6858701078341,bridge,1183
1184,,N1,34.646,link,link,1077.0,A,23.53608310333085,90.68216394831705,link,1184
1185,595.0,N1,34.111,Box Culvert,BOCTAR KANDI BOX CULVERT,5.1,C,23.5393910168,90.6784577888,bridge,1185
1186,,N1,33.4535,link,link,1320.0,A,23.543507830274947,90.67382492721251,link,1186
1187,596.0,N1,32.796,Box Culvert,NOYAPARA,5.2,A,23.5476246437499,90.669192065625,bridge,1187
1188,,N1,32.786500000000004,link,link,26.0,A,23.54768119419635,90.6691237377232,link,1188
1189,597.0,N1,32.777,Box Culvert,PURRANBUICHE BOX CULVERT,9.1,A,23.5477377446428,90.6690554098214,bridge,1189
1190,,N1,31.8425,link,link,1887.0,A,23.5534643871362,90.66240149009585,link,1190
1191,598.0,N1,30.908,PC Girder Bridge,ALIPURA BRIDGE (L,26.3,B,23.5591910296296,90.6557475703703,bridge,1191
1192,,N1,30.375,link,link,1096.0,A,23.56259721264085,90.65218564754925,link,1192
1193,599.0,N1,29.842,Box Culvert,VITIKANDA - ANAR PUR CULVERT,34.7,A,23.5660033956521,90.6486237247282,bridge,1193
1194,,N1,29.0785,link,link,1626.0,A,23.571991710249797,90.64527151686104,link,1194
1195,600.0,N1,28.315,PC Girder Bridge,BHATIR CHAR BRIDGE,163.5,A,23.5779800248475,90.6419193089939,bridge,1195
1196,,N1,27.7175,link,link,1280.0,A,23.58214907369375,90.6382143648516,link,1196
1197,601.0,N1,27.12,Box Culvert,MALUAKANDI CULVEDRT,5.6,A,23.58631812254,90.6345094207093,bridge,1197
1198,,N1,26.786,link,link,674.0,A,23.588563488643402,90.6323731402597,link,1198
1199,602.0,N1,26.452,Box Culvert,BAILAKANDI CULVERT,5.5,A,23.5908088547468,90.6302368598101,bridge,1199
1200,,N1,26.2835,link,link,343.0,A,23.59189536876805,90.62910339845101,link,1200
1201,603.0,N1,26.115,Box Culvert,TATULTALA CULVERT,5.6,A,23.5929818827893,90.6279699370919,bridge,1201
1202,,N1,25.253999999999998,link,link,2175.0,A,23.5978707356738,90.6217508168297,link,1202
1203,604.0,N1,24.393,PC Box,MEGHNA BRIDGE,900.0,C,23.6027595885583,90.6155316965675,bridge,1203
1204,,N1,23.737000000000002,link,link,1820.0,A,23.60817348647165,90.61321732635861,link,1204
1205,605.0,N1,23.081,PC Girder Bridge,ASHIR CHAR (R,116.8,B,23.613587384385,90.6109029561497,bridge,1205
1206,,N1,22.8385,link,link,656.0,A,23.615614090427748,90.61022678336894,link,1206
1207,606.0,N1,22.596,PC Girder Bridge,Ashariarchar Bridge(R,224.82,B,23.6176407964705,90.6095506105882,bridge,1207
1208,,N1,22.462,link,link,383.0,A,23.61876200971065,90.60895174791705,link,1208
1209,607.0,N1,22.328,Box Culvert,SANGAKADI CULVERT,5.5,B,23.6198832229508,90.6083528852459,bridge,1209
1210,,N1,21.756,link,link,1191.0,A,23.624175036860002,90.6053272287768,link,1210
1211,608.0,N1,21.184,PC Girder Bridge,MARIKHALL BRIDGE,89.2,A,23.6284668507692,90.6023015723077,bridge,1211
1212,,N1,20.7905,link,link,837.0,A,23.6311360353846,90.59984782865385,link,1212
1213,609.0,N1,20.397,Box Culvert,SHADIPUR BOX CULVERT,10.4,B,23.63380522,90.597394085,bridge,1213
1214,,N1,20.0785,link,link,645.0,A,23.6358797957692,90.59553074134615,link,1214
1215,610.0,N1,19.76,Box Culvert,KRIBORDI BOX CULVERT,6.0,A,23.6379543715384,90.5936673976923,bridge,1215
1216,,N1,19.251,link,link,1041.0,A,23.6419614832268,90.5914396895241,link,1216
1217,611.0,N1,18.742,PC Girder Bridge,MOLLIK PARA BRIDGE (R,40.5,C,23.6459685949152,90.5892119813559,bridge,1217
1218,,N1,18.4175,link,link,682.0,A,23.647861497135,90.5868804949521,link,1218
1219,612.0,N1,18.093,PC Girder Bridge,SONARKALI BRIDGE(L,24.5,B,23.6497543993548,90.5845490085483,bridge,1219
1220,,N1,17.9075,link,link,393.0,A,23.6506624828632,90.58302170161924,link,1220
1221,613.0,N1,17.722,PC Girder Bridge,DARIKANDI BRIDGE (R,20.0,B,23.6515705663716,90.5814943946902,bridge,1221
1222,614.0,N1,17.722,PC Girder Bridge,DARIKANDI BRIDGE (L,20.0,B,23.6515705663716,90.5814943946902,bridge,1222
1223,,N1,17.472,link,link,520.0,A,23.6527714131858,90.5794524073451,link,1223
1224,616.0,N1,17.222,PC Girder Bridge,Darikandi Bridge (L,20.5,A,23.65397226,90.57741042,bridge,1224
1225,615.0,N1,17.222,PC Girder Bridge,Darikandi Bridge (R,20.45,A,23.65397226,90.57741042,bridge,1225
1226,,N1,17.178,link,link,178.0,A,23.6541989825568,90.5770703225,link,1226
1227,617.0,N1,17.134,RCC Girder Bridge,Langalbandh Bridge.,159.52,C,23.6544257051136,90.576730225,bridge,1227
1228,,N1,16.299500000000002,link,link,1752.0,A,23.65886738736425,90.5702936098985,link,1228
1229,618.0,N1,15.465,Box Culvert,MALIBAG BOX CULVERT,5.55,B,23.6633090696149,90.563856994797,bridge,1229
1230,,N1,14.5195,link,link,1900.0,A,23.67055628480745,90.55983821489846,link,1230
1231,619.0,N1,13.574,Box Culvert,KAWTALA BOX CULVERT,11.9,A,23.6778035,90.5558194349999,bridge,1231
1232,,N1,13.131,link,link,906.0,A,23.6815827389671,90.55358930576286,link,1232
1233,620.0,N1,12.688,PC Girder Bridge,Madanpur Bridge(R,27.5,A,23.6853619779342,90.5513591765258,bridge,1233
1234,,N1,12.674,link,link,55.0,A,23.6854725024806,90.5512835788034,link,1234
1235,621.0,N1,12.66,PC Girder Bridge,MADAN PUR (R,26.3,A,23.685583027027,90.551207981081,bridge,1235
1236,622.0,N1,12.66,PC Girder Bridge,Madanpur Bridge.(L,27.5,A,23.685583027027,90.551207981081,bridge,1236
1237,,N1,12.4565,link,link,424.0,A,23.686951380095103,90.54992889436701,link,1237
1238,623.0,N1,12.253,Box Culvert,DAWAN BAG BOX CULVERT,6.1,A,23.6883197331632,90.548649807653,bridge,1238
1239,,N1,12.246,link,link,22.0,A,23.6883660295918,90.5486041683673,link,1239
1240,624.0,N1,12.239,Box Culvert,KHAS PARA BOX CULVERT,9.3,A,23.6884123260204,90.5485585290816,bridge,1240
1241,,N1,12.0235,link,link,441.0,A,23.68966212876775,90.54701051241955,link,1241
1242,625.0,N1,11.808,Box Culvert,NAYABARI BOX CULVERT,10.6,B,23.6909119315151,90.5454624957575,bridge,1242
1243,,N1,11.552,link,link,521.0,A,23.6916360416921,90.54319044273855,link,1243
1244,626.0,N1,11.296,Box Culvert,NAYABARI KASPUR BOX CULVERT,8.3,A,23.6923601518691,90.5409183897196,bridge,1244
1245,,N1,11.096499999999999,link,link,406.0,A,23.693331269392452,90.5393128808411,link,1245
1246,627.0,N1,10.897,Box Culvert,ADUPUR CULVERT,6.3,A,23.6943023869158,90.5377073719626,bridge,1246
1247,,N1,10.8885,link,link,23.0,A,23.694346500525953,90.53764072472475,link,1247
1248,628.0,N1,10.88,Box Culvert,NOYAPARA CULVERT,6.3,A,23.6943906141361,90.5375740774869,bridge,1248
1249,,N1,10.711500000000001,link,link,344.0,A,23.695395350523498,90.5363365287958,link,1249
1250,629.0,N1,10.543,Box Culvert,KATCHPUR BOX CULVERT,8.0,B,23.6964000869109,90.5350989801047,bridge,1250
1251,,N1,9.7595,link,link,1770.0,A,23.7007299897392,90.529156563228,link,1251
1252,630.0,N1,8.976,PC Girder Bridge,KANCHPUR PC GIRDER BRIDGE,397.0,C,23.7050598925675,90.5232141463513,bridge,1252
1253,,N1,6.9505,link,link,4253.0,A,23.69986186446555,90.50549453226654,link,1253
1254,631.0,N1,4.925,Box Culvert,.,6.6,A,23.6946638363636,90.4877749181818,bridge,1254
1255,,N1,3.3625,link,link,3134.0,A,23.6967012481818,90.47331799909085,link,1255
1256,632.0,N1,1.8,Box Culvert,.,11.3,A,23.69873866,90.4588610799999,bridge,1256
1257,,N1,0.9,link,link,1806.0,A,23.702383230000002,90.45109703999995,link,1257
1258,633.0,N1,0.0,sink,sink,0.0,A,23.7060278,90.443333,sink,1258
