,Unnamed: 0,road,km,type,name,length,condition,lat,lon,model_type,id
856,429.0,N1,223.743,Box Culvert,HASNA BAD BOX CULVERT,3.0,A,22.4375035216216,91.7386659473513,bridge,856
857,,N1,223.215,link,link,1071.0,A,22.44179142743135,91.73701668802849,link,857
858,430.0,N1,222.687,RCC Girder Bridge,SALAKHARPAD BRIDGE,26.3,C,22.4460793332411,91.7353674287057,bridge,858
859,,N1,222.522,link,link,345.0,A,22.4474710918141,91.73482490907075,link,859
860,431.0,N1,222.357,Box Culvert,KODOM RASUL BOX CULVERT,3.0,A,22.4488628503871,91.7342823894358,bridge,860
861,,N1,221.541,link,link,1646.0,A,22.45565074279355,91.7314065447179,link,861
862,432.0,N1,220.725,RCC Girder Bridge,Modonhat Bridge,24.32,D,22.4624386352,91.7285307,bridge,862
863,,N1,220.076,link,link,1313.0,A,22.4676458622772,91.7258970270668,link,863
864,433.0,N1,219.427,Box Culvert,HATIBORI BOX CULVERT,6.0,A,22.4728530893544,91.7232633541336,bridge,864
865,,N1,218.934,link,link,1001.0,A,22.477008651915497,91.7218133586926,link,865
866,434.0,N1,218.441,RCC Girder Bridge,Baro Aulia,24.33,D,22.4811642144766,91.7203633632516,bridge,866
867,,N1,218.19150000000002,link,link,513.0,A,22.48335611068655,91.71994715748784,link,867
868,435.0,N1,217.942,Box Culvert,BARAOWLLA BOX CULVERT,4.5,A,22.4855480068965,91.7195309517241,bridge,868
869,,N1,217.6595,link,link,569.0,A,22.48799430226445,91.71890181255876,link,869
870,436.0,N1,217.377,Box Culvert,GORA MARI BOX CULVERT,3.0,B,22.4904405976324,91.7182726733934,bridge,870
871,,N1,216.7865,link,link,1191.0,A,22.4952632156045,91.71621158195215,link,871
872,437.0,N1,216.196,RCC Girder Bridge,GORA MARA RCC GIRDER BRIDGE,17.6,A,22.5000858335766,91.7141504905109,bridge,872
873,,N1,215.8315,link,link,740.0,A,22.50305393867505,91.7127176561988,link,873
874,438.0,N1,215.467,Box Culvert,ROYL CIMINT GATE CULVETRT,4.5,A,22.5060220437735,91.7112848218867,bridge,874
875,,N1,215.137,link,link,676.0,A,22.508684580092847,91.710037805409,link,875
876,439.0,N1,214.807,RCC Girder Bridge,BORO KUMIRA BRIDGE,27.0,C,22.5113471164122,91.7087907889313,bridge,876
877,,N1,214.0965,link,link,1443.0,A,22.51714151656555,91.7063137026161,link,877
878,440.0,N1,213.386,Arch Masonry,KYSTELGATE ARCH,16.3,B,22.5229359167189,91.7038366163009,bridge,878
879,,N1,212.9345,link,link,913.0,A,22.5266518602825,91.702150369579,link,879
880,441.0,N1,212.483,Box Culvert,GULAM JUTE MILE BOX CULVERT,3.0,A,22.5303678038461,91.7004641228571,bridge,880
881,,N1,211.958,link,link,1056.0,A,22.5346989136577,91.69850469867345,link,881
882,442.0,N1,211.433,Box Culvert,SOTTANA MONDIR CULVERT,8.2,A,22.5390300234693,91.6965452744898,bridge,882
883,,N1,211.1045,link,link,664.0,A,22.5417598995528,91.6953381765176,link,883
884,443.0,N1,210.776,Box Culvert,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,22.5444897756363,91.6941310785454,bridge,884
885,,N1,210.626,link,link,304.0,A,22.5456312483636,91.6933785694545,link,885
886,444.0,N1,210.476,Box Culvert,SOUTH BALSH KHALI BOX CULVERT,3.0,A,22.5467727210909,91.6926260603636,bridge,886
887,,N1,209.995,link,link,974.0,A,22.5505523493633,91.6907111876365,link,887
888,445.0,N1,209.514,RCC Girder Bridge,BARSH BARIA BRIDGE,21.6,B,22.5543319776357,91.6887963149094,bridge,888
889,,N1,209.269,link,link,503.0,A,22.5564265319488,91.6881512787007,link,889
890,446.0,N1,209.024,Box Culvert,OHIDPUR BOX CULVERT,4.1,A,22.5585210862619,91.687506242492,bridge,890
891,,N1,208.562,link,link,928.0,A,22.5624711889491,91.68634445306415,link,891
892,447.0,N1,208.1,Box Culvert,R. R TEXTAIL BOX CULVERT,4.5,A,22.5664212916363,91.6851826636363,bridge,892
893,,N1,208.00650000000002,link,link,193.0,A,22.56720904904125,91.68493466206604,link,893
894,448.0,N1,207.913,Box Culvert,CHARA KANDI BOX CULVERT,8.2,A,22.5679968064462,91.6846866604958,bridge,894
895,,N1,207.7765,link,link,279.0,A,22.569143699751997,91.68434816305779,link,895
896,449.0,N1,207.64,Box Culvert,PHPMORE BON CULVERT,3.0,A,22.5702905930578,91.6840096656198,bridge,896
897,,N1,207.253,link,link,781.0,A,22.5735418080043,91.6828162035749,link,897
898,450.0,N1,206.866,Box Culvert,BARO-CUNDHOW BOX CULVERT,10.2,A,22.5767930229508,91.68162274153,bridge,898
899,,N1,206.58300000000003,link,link,572.0,A,22.579150848793148,91.6805808914647,link,899
900,451.0,N1,206.3,Box Culvert,BAROGINDO CULVERT,2.5,A,22.5815086746355,91.6795390413994,bridge,900
901,,N1,205.9575,link,link,697.0,A,22.5842718457061,91.67829175504579,link,901
902,452.0,N1,205.615,RCC Girder Bridge,BAROCONDO BRIDGE,22.25,C,22.5870350167767,91.6770444686922,bridge,902
903,,N1,205.19,link,link,863.0,A,22.590461598584398,91.67546670272844,link,903
904,453.0,N1,204.765,Box Culvert,HATILOTA BOX CULVERT,4.5,A,22.5938881803921,91.6738889367647,bridge,904
905,,N1,204.55349999999999,link,link,430.0,A,22.595527378522,91.67285407212685,link,905
906,454.0,N1,204.342,Box Culvert,SKM BOX CULVERT(1,9.3,B,22.5971665766519,91.671819207489,bridge,906
907,,N1,203.99650000000003,link,link,698.0,A,22.5997586358049,91.6700779705512,link,907
908,455.0,N1,203.651,Box Culvert,KALIAVA BOX CULVERT,4.5,B,22.6023506949579,91.6683367336134,bridge,908
909,,N1,203.554,link,link,198.0,A,22.603095068067148,91.66785564621844,link,909
910,456.0,N1,203.457,Box Culvert,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,22.6038394411764,91.6673745588235,bridge,910
911,,N1,202.946,link,link,1025.0,A,22.60779755768495,91.66497161597084,link,911
912,457.0,N1,202.435,Box Culvert,MADICAL MORE CULVERT,3.0,A,22.6117556741935,91.6625686731182,bridge,912
913,,N1,202.21699999999998,link,link,440.0,A,22.61337282141045,91.6614178617225,link,913
914,458.0,N1,201.999,Slab Culvert,PURBOMOHADAB PUR SLAB CULVERT(L,4.6,A,22.6149899686274,91.6602670503268,bridge,914
915,459.0,N1,201.999,Box Culvert,DULAHAJRA(R,4.6,A,22.6149899686274,91.6602670503268,bridge,915
916,,N1,201.7595,link,link,483.0,A,22.6163731588196,91.65916299710014,link,916
917,460.0,N1,201.52,Box Culvert,MOHADAB PUR BOX CULVERT,3.0,A,22.6177563490118,91.6580589438735,bridge,917
918,,N1,201.219,link,link,605.0,A,22.620401260091448,91.6567630985133,link,918
919,461.0,N1,200.918,Slab Culvert,SITAKUNDA SLAB,3.0,A,22.6230461711711,91.6554672531531,bridge,919
920,,N1,200.7465,link,link,348.0,A,22.624439254260203,91.6548265042874,link,920
921,462.0,N1,200.575,Box Culvert,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,22.6258323373493,91.6541857554217,bridge,921
922,,N1,200.426,link,link,303.0,A,22.6269994863217,91.65347179062644,link,922
923,463.0,N1,200.277,Box Culvert,EGOL PUR BOX CULVERT,3.0,A,22.6281666352941,91.6527578258312,bridge,923
924,,N1,199.8895,link,link,778.0,A,22.6312476035813,91.65098277621125,link,924
925,464.0,N1,199.502,Box Culvert,KACHAI POTTI BOX CULVERT,3.0,A,22.6343285718685,91.6492077265913,bridge,925
926,,N1,199.3905,link,link,226.0,A,22.635212581416752,91.64870848362415,link,926
927,465.0,N1,199.279,Box Culvert,KACHAI PATH BOX CULVERT,3.0,A,22.636096590965,91.648209240657,bridge,927
928,,N1,198.5625,link,link,1441.0,A,22.641776351098052,91.6450631788598,link,928
929,466.0,N1,197.846,Box Culvert,BOTTOL BOX CULVERT,12.4,A,22.6474561112311,91.6419171170626,bridge,929
930,,N1,197.618,link,link,464.0,A,22.649263532987803,91.64097561826365,link,930
931,467.0,N1,197.39,Box Culvert,NUNA CHARA BOX CULVERT,4.6,A,22.6510709547445,91.6400341194647,bridge,931
932,,N1,197.1575,link,link,469.0,A,22.6528916920781,91.6389801479676,link,932
933,468.0,N1,196.925,Box Culvert,RONA SORA CULVERT,3.1,A,22.6547124294117,91.6379261764705,bridge,933
934,,N1,196.4815,link,link,890.0,A,22.658154055446552,91.63572595953156,link,934
935,469.0,N1,196.038,Box Culvert,SATU DURUAR HAT BOX CULVERT,3.0,A,22.6615956814814,91.6335257425926,bridge,935
936,,N1,195.7695,link,link,540.0,A,22.663689789794752,91.63232755035034,link,936
937,470.0,N1,195.501,Box Culvert,MIRJA PUR (3 BOX CULVERT,3.0,A,22.6657838981081,91.6311293581081,bridge,937
938,,N1,195.2495,link,link,506.0,A,22.66787166861925,91.63024126383665,link,938
939,471.0,N1,194.998,Box Culvert,Tarial Bazar Culvert,3.0,A,22.6699594391304,91.6293531695652,bridge,939
940,,N1,194.5735,link,link,854.0,A,22.6734683691174,91.62808505746915,link,940
941,472.0,N1,194.149,Box Culvert,TARAT BOX CULVERT,6.0,A,22.6769772991044,91.6268169453731,bridge,941
942,,N1,193.5495,link,link,1204.0,A,22.6819235319051,91.624427763863,link,942
943,473.0,N1,192.95,Box Culvert,BORO KAMALDA BOX CULVERT,3.2,A,22.6868697647058,91.6220385823529,bridge,943
944,,N1,192.67899999999997,link,link,546.0,A,22.6890607397603,91.62110381988015,link,944
945,474.0,N1,192.408,Box Culvert,VANGGARPOL BOX CULVERT,4.2,A,22.6912517148148,91.6201690574074,bridge,945
946,,N1,191.7575,link,link,1313.0,A,22.6965341093759,91.61757125914986,link,946
947,475.0,N1,191.107,Box Culvert,DUKHIN UTHPAR BOX CULVERT,19.2,A,22.701816503937,91.6149734608923,bridge,947
948,,N1,190.3435,link,link,1546.0,A,22.7078446211091,91.61160434138361,link,948
949,476.0,N1,189.58,Box Culvert,ISAMATI BOX CULVERT,19.2,C,22.7138727382812,91.6082352218749,bridge,949
950,,N1,189.35500000000002,link,link,461.0,A,22.71557173625595,91.6071718532451,link,950
951,477.0,N1,189.13,Box Culvert,MIRZAPUR (2 BOX CULVERT,3.0,A,22.7172707342307,91.6061084846153,bridge,951
952,,N1,189.094,link,link,75.0,A,22.71754756038455,91.60593540769224,link,952
953,478.0,N1,189.058,Box Culvert,MIRJAPUR BOX CULVERT,3.0,A,22.7178243865384,91.6057623307692,bridge,953
954,,N1,188.704,link,link,711.0,A,22.7205705710057,91.6040977356072,link,954
955,479.0,N1,188.35,Box Culvert,NIAZAMPUR BOX CULVERT,3.0,A,22.723316755473,91.6024331404452,bridge,955
956,,N1,187.096,link,link,2514.0,A,22.73391520390835,91.5984165159908,link,956
957,480.0,N1,185.842,Box Culvert,BOTHAGIA (-3 BOX CULVERT,8.1,B,22.7445136523437,91.5943998915364,bridge,957
958,,N1,185.45,link,link,790.0,A,22.7475765009563,91.59264196430266,link,958
959,481.0,N1,185.058,Box Culvert,VARTAGIA BOX CULVERT,3.0,A,22.7506393495689,91.5908840370689,bridge,959
960,,N1,184.856,link,link,412.0,A,22.752102337040498,91.5897422303637,link,960
961,482.0,N1,184.654,Box Culvert,VARTAKA BOX CULVERT,12.9,A,22.7535653245121,91.5886004236585,bridge,961
962,,N1,183.975,link,link,1366.0,A,22.758314007951398,91.58452715288885,link,962
963,483.0,N1,183.296,Box Culvert,BOKIMTOLA BOX CULVERT,4.0,A,22.7630626913907,91.5804538821192,bridge,963
964,,N1,182.80700000000002,link,link,985.0,A,22.766657178744353,91.57777220161395,link,964
965,484.0,N1,182.318,Box Culvert,IANAINIPOL BOX CULVERT.,9.7,A,22.770251666098,91.5750905211087,bridge,965
966,,N1,182.07150000000001,link,link,501.0,A,22.772224379049,91.57398213655429,link,966
967,485.0,N1,181.825,Box Culvert,Mirsorai(2 box culvert,6.0,A,22.774197092,91.5728737519999,bridge,967
968,,N1,181.33749999999998,link,link,990.0,A,22.77819699192555,91.5709881590985,link,968
969,486.0,N1,180.85,RCC Girder Bridge,MIRAISORI BRIDGE,23.2,B,22.7821968918511,91.5691025661971,bridge,969
970,,N1,180.10649999999998,link,link,1501.0,A,22.78818912209185,91.56603191423446,link,970
971,487.0,N1,179.363,Box Culvert,MIRSARAI BOX CUL,4.5,A,22.7941813523326,91.5629612622718,bridge,971
972,,N1,178.305,link,link,2123.0,A,22.802872394989798,91.55960873760645,link,972
973,488.0,N1,177.247,Box Culvert,MUCHIPOOL CULVERT,9.5,B,22.811563437647,91.5562562129411,bridge,973
974,,N1,176.51600000000002,link,link,1473.0,A,22.817967047722547,91.55447387917695,link,974
975,489.0,N1,175.785,Box Culvert,PURPU DURGAPURE BOX CUL,12.4,C,22.8243706577981,91.5526915454128,bridge,975
976,,N1,175.399,link,link,780.0,A,22.82766599999995,91.55159719999995,link,976
977,490.0,N1,175.013,Box Culvert,RAIPUR (2 BOX CULVERT,4.5,A,22.8309613422018,91.5505028545871,bridge,977
978,,N1,174.9085,link,link,213.0,A,22.83185405572185,91.5503031780224,link,978
979,491.0,N1,174.804,Box Culvert,RAIPUR BOX CUL-1,3.0,A,22.8327467692419,91.5501035014577,bridge,979
980,,N1,174.3315,link,link,948.0,A,22.8369205513348,91.5494565983209,link,980
981,492.0,N1,173.859,Box Culvert,MUSTAN NAGAR -4,3.0,A,22.8410943334277,91.5488096951841,bridge,981
982,,N1,173.722,link,link,276.0,A,22.842274735463853,91.54847962571705,link,982
983,493.0,N1,173.585,Box Culvert,MASTARI HAGOR 3 CULVERT,1.5,A,22.8434551375,91.54814955625,bridge,983
984,,N1,173.4675,link,link,237.0,A,22.8444233134868,91.5478092386513,link,984
985,494.0,N1,173.35,Box Culvert,MUSTAU NOGAR(2,3.0,A,22.8453914894736,91.5474689210526,bridge,985
986,,N1,173.15949999999998,link,link,387.0,A,22.84700438297205,91.54691976640865,link,986
987,495.0,N1,172.969,Box Culvert,MASTANNAGOR BONCUL(1,8.5,A,22.8486172764705,91.5463706117647,bridge,987
988,,N1,172.59949999999998,link,link,744.0,A,22.851882404606897,91.54609639836019,link,988
989,496.0,N1,172.23,Slab Culvert,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,22.8551475327433,91.5458221849557,bridge,989
990,,N1,172.176,link,link,110.0,A,22.855602050008,91.5457705279324,link,990
991,497.0,N1,172.122,Box Culvert,MAMAFOUN ASTANA CULVERT,1.5,A,22.8560565672727,91.5457188709091,bridge,991
992,,N1,171.925,link,link,396.0,A,22.8577706777659,91.54559943484725,link,992
993,498.0,N1,171.728,Box Culvert,MADDUM SONAPHAR-3,2.0,A,22.8594847882591,91.5454799987854,bridge,993
994,,N1,171.64100000000002,link,link,177.0,A,22.860236237755,91.54531758524925,link,994
995,499.0,N1,171.554,Box Culvert,DHARBAR TILA CULVERT,4.3,A,22.8609876872509,91.5451551717131,bridge,995
996,,N1,171.1395,link,link,832.0,A,22.8645220287318,91.5442257528778,link,996
997,500.0,N1,170.725,Box Culvert,MADDAM SONAPAR(1 BOX CULVERT,1.5,A,22.8680563702127,91.5432963340425,bridge,997
998,,N1,170.4495,link,link,553.0,A,22.87038920255235,91.5424461053306,link,998
999,501.0,N1,170.174,Box Culvert,CHAIRMEN BARI BOX CULVERT,2.0,A,22.872722034892,91.5415958766187,bridge,999
1000,,N1,170.05349999999999,link,link,244.0,A,22.873710364504802,91.54123977066226,link,1000
1001,502.0,N1,169.933,Box Culvert,UTTOR SONAPAR BOX CULVERT,4.3,A,22.8746986941176,91.5408836647058,bridge,1001
1002,,N1,168.94799999999998,link,link,1974.0,A,22.883168647058802,91.5381777823529,link,1002
1003,503.0,N1,167.963,Box Culvert,BAROYARHAT BOX CULVERT,3.0,A,22.8916386,91.5354719,bridge,1003
1004,,N1,167.221,link,link,1487.0,A,22.89794244776115,91.53355083880595,link,1004
1005,504.0,N1,166.479,Slab Culvert,BOROYAR PARA SLUB CULVERT,3.0,A,22.9042462955223,91.5316297776119,bridge,1005
1006,,N1,166.152,link,link,659.0,A,22.90697959196175,91.53027914053004,link,1006
1007,505.0,N1,165.825,Box Culvert,BUMGAT BOXCULVERT,6.1,A,22.9097128884012,91.5289285034482,bridge,1007
1008,,N1,165.504,link,link,756.0,A,22.91233879727075,91.52760901926794,link,1008
1009,507.0,N1,165.183,PC Girder Bridge,DumGhat Bridge(L,222.43,A,22.9149647061403,91.5262895350877,bridge,1009
1010,506.0,N1,165.183,PC Girder Bridge,DHOOM GHAT PC GIRDER,220.6,B,22.9149647061403,91.5262895350877,bridge,1010
1011,,N1,162.781,link,link,5010.0,A,22.9322886575725,91.51417821730685,link,1011
1012,508.0,N1,160.379,PC Girder Bridge,MUHURI BRIDGE,191.5,B,22.9496126090047,91.502066899526,bridge,1012
1013,,N1,159.20499999999998,link,link,2444.0,A,22.94910823783565,91.49078314142966,link,1013
1014,509.0,N1,158.031,Box Culvert,FAZAILPUR BOXCULVERT,1.5,A,22.9486038666666,91.4794993833333,bridge,1014
1015,,N1,155.937,link,link,4236.0,A,22.95502630180175,91.461247793018,link,1015
1016,510.0,N1,153.843,PC Girder Bridge,LAMUA BRIDGE,94.05,B,22.9614487369369,91.4429962027027,bridge,1016
1017,,N1,151.16899999999998,link,link,5396.0,A,22.9770828364619,91.42387244944295,link,1017
1018,511.0,N1,148.495,Box Culvert,.,1.9,A,22.9927169359869,91.4047486961832,bridge,1018
1019,,N1,148.3345,link,link,333.0,A,22.993655274645548,91.4036013049618,link,1019
1020,512.0,N1,148.174,PC Girder Bridge,Rampur Bridge(R,22.15,A,22.9945936133042,91.4024539137404,bridge,1020
1021,,N1,148.16250000000002,link,link,46.0,A,22.9946608462922,91.40237170190835,link,1021
1022,513.0,N1,148.151,RCC Girder Bridge,RAMPUR BRIDGE,23.4,A,22.9947280792802,91.4022894900763,bridge,1022
1023,,N1,147.7235,link,link,867.0,A,22.9969884176401,91.39903234503815,link,1023
1024,514.0,N1,147.296,Box Culvert,RAMPUR BOX CULVERT,1.5,A,22.999248756,91.3957752,bridge,1024
1025,,N1,146.1175,link,link,2359.0,A,23.00582679852115,91.38687740749185,link,1025
1026,515.0,N1,144.939,Box Culvert,CHARIPUR CULVERT.,3.4,A,23.0124048410423,91.3779796149837,bridge,1026
1027,,N1,143.86599999999999,link,link,2148.0,A,23.019692479057703,91.37174004947789,link,1027
1028,516.0,N1,142.793,Slab Culvert,DEBIPUR SLAB CULVERT,1.6,A,23.0269801170731,91.3655004839721,bridge,1028
1029,,N1,142.162,link,link,1268.0,A,23.032476461314303,91.365589478204,link,1029
1030,517.0,N1,141.531,Box Culvert,FATAPUR BOX CULVERT,10.8,A,23.0379728055555,91.3656784724359,bridge,1030
1031,,N1,140.24200000000002,link,link,2585.0,A,23.0493600694444,91.3637704671703,link,1031
1032,518.0,N1,138.953,Box Culvert,MOHAMMAD ALI MAZAR,4.0,B,23.0607473333333,91.3618624619047,bridge,1032
1033,,N1,138.40449999999998,link,link,1102.0,A,23.06547275866665,91.36108233095236,link,1033
1034,519.0,N1,137.856,Box Culvert,DUTHOSHA BOX CULVERT,6.1,B,23.070198184,91.3603022,bridge,1034
1035,,N1,137.3775,link,link,967.0,A,23.07408144434985,91.35845135156654,link,1035
1036,520.0,N1,136.899,Box Culvert,KOKALI BOX CULVERT,14.2,B,23.0779647046997,91.3566005031331,bridge,1036
1037,,N1,136.637,link,link,533.0,A,23.0799778289153,91.3553908252857,link,1037
1038,521.0,N1,136.375,Box Culvert,UTTOR KAIEATI CULVERT,3.5,A,23.0819909531309,91.3541811474383,bridge,1038
1039,,N1,136.049,link,link,658.0,A,23.084533162072653,91.3526956483568,link,1039
1040,522.0,N1,135.723,Box Culvert,FOEALTPARA BOX CULVERT,9.25,B,23.0870753710144,91.3512101492753,bridge,1040
1041,,N1,135.3485,link,link,755.0,A,23.090052603966498,91.34952049396901,link,1041
1042,523.0,N1,134.974,Box Culvert,PODOYA BOX CULVERT,3.1,A,23.0930298369186,91.3478308386627,bridge,1042
1043,,N1,134.7,link,link,554.0,A,23.0951905448229,91.3466632347859,link,1043
1044,524.0,N1,134.426,Box Culvert,ADONCORA,9.5,B,23.0973512527272,91.3454956309091,bridge,1044
1045,,N1,134.1495,link,link,559.0,A,23.09955378668965,91.34432931491105,link,1045
1046,525.0,N1,133.873,Box Culvert,CHANGARPULL(II BOX CULVERT,3.1,B,23.1017563206521,91.343162998913,bridge,1046
1047,,N1,133.514,link,link,723.0,A,23.10459238289545,91.34160627126205,link,1047
1048,526.0,N1,133.155,Box Culvert,Chanara Box Culvert,6.1,A,23.1074284451388,91.3400495436111,bridge,1048
1049,,N1,132.61700000000002,link,link,1082.0,A,23.1116268002694,91.33757201430555,link,1049
1050,527.0,N1,132.079,Box Culvert,KAKKARA CULVERT,5.3,B,23.1158251554,91.335094485,bridge,1050
1051,,N1,131.828,link,link,507.0,A,23.11776126640965,91.3339554989516,link,1051
1052,528.0,N1,131.577,Slab Culvert,FOKIR BAZAR SLAB CULVERT,4.5,B,23.1196973774193,91.3328165129032,bridge,1052
1053,,N1,131.24450000000002,link,link,670.0,A,23.122466867598497,91.331601440896,link,1053
1054,529.0,N1,130.912,Box Culvert,HASO BOTHACH BOX CULVERT,6.5,A,23.1252363577777,91.3303863688888,bridge,1054
1055,,N1,130.4335,link,link,962.0,A,23.12925016318725,91.32896639268489,link,1055
1056,530.0,N1,129.955,Box Culvert,JAGOT PUR BOX CULVERT,3.0,B,23.1332639685968,91.327546416481,bridge,1056
1057,,N1,129.623,link,link,669.0,A,23.136126644315652,91.32695247568435,link,1057
1058,531.0,N1,129.291,Box Culvert,JAGARNATHPUR BOX CULVERT,6.1,B,23.1389893200345,91.3263585348877,bridge,1058
1059,,N1,129.029,link,link,529.0,A,23.14132804398395,91.32651329095924,link,1059
1060,532.0,N1,128.767,Box Culvert,DIMATOLY (2 BOX CULVERT,3.5,B,23.1436667679334,91.3266680470308,bridge,1060
1061,,N1,128.22,link,link,1099.0,A,23.14820163143505,91.325492962123,link,1061
1062,533.0,N1,127.673,Box Culvert,DIMATOLI (1 BOX CULVERT,6.3,B,23.1527364949367,91.3243178772152,bridge,1062
1063,,N1,127.06049999999999,link,link,1233.0,A,23.1581251809279,91.3229534118399,link,1063
1064,534.0,N1,126.448,Box Culvert,ANDAJER BAZER BOX CULVERT,9.5,A,23.1635138669191,91.3215889464646,bridge,1064
1065,,N1,125.929,link,link,1044.0,A,23.168070549393597,91.32108320537515,link,1065
1066,535.0,N1,125.41,Box Culvert,NANKORA BOX CULVERT,3.1,B,23.1726272318681,91.3205774642857,bridge,1066
1067,,N1,124.878,link,link,1070.0,A,23.1772115234259,91.32072810787575,link,1067
1068,536.0,N1,124.346,Box Culvert,BASHONTA PUR (2,9.5,B,23.1817958149837,91.3208787514658,bridge,1068
1069,,N1,124.0135,link,link,673.0,A,23.184615420206953,91.32089194160285,link,1069
1070,537.0,N1,123.681,Box Culvert,BOSONTA PUR BOX CULVERT,6.1,C,23.1874350254302,91.3209051317399,bridge,1070
1071,,N1,123.142,link,link,1084.0,A,23.19181191040295,91.31928781933814,link,1071
1072,538.0,N1,122.603,Box Culvert,ATTOCK GRAM BOX CULVERT,6.1,A,23.1961887953757,91.3176705069364,bridge,1072
1073,,N1,122.085,link,link,1042.0,A,23.200613712084703,91.31699361760565,link,1073
1074,539.0,N1,121.567,Box Culvert,FALGUNCORA CULVERT,6.1,A,23.2050386287937,91.3163167282749,bridge,1074
1075,,N1,121.1005,link,link,943.0,A,23.20911710046925,91.3158332343324,link,1075
1076,540.0,N1,120.634,Box Culvert,HAYDAR POLE BOX CULVERT,14.3,B,23.2131955721448,91.3153497403899,bridge,1076
1077,,N1,120.131,link,link,1016.0,A,23.217614734961252,91.3145251668616,link,1077
1078,541.0,N1,119.628,Box Culvert,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,23.2220338977777,91.3137005933333,bridge,1078
1079,,N1,119.40899999999999,link,link,442.0,A,23.2239761725175,91.31363515552741,link,1079
1080,542.0,N1,119.19,Box Culvert,CHAUDDAGARAM BOX CULVERT,2.6,B,23.2259184472573,91.3135697177215,bridge,1080
1081,,N1,119.023,link,link,337.0,A,23.22741901961075,91.3134958927893,link,1081
1082,543.0,N1,118.856,Box Culvert,KALIA BAZER BOC CULVERT,3.1,B,23.2289195919642,91.3134220678571,bridge,1082
1083,,N1,118.4525,link,link,810.0,A,23.232497771808248,91.31320613276574,link,1083
1084,544.0,N1,118.049,Box Culvert,KALIR BAZAR BOX CULVERT,2.5,A,23.2360759516523,91.3129901976744,bridge,1084
1085,,N1,117.838,link,link,425.0,A,23.2379339913096,91.31278214186045,link,1085
1086,545.0,N1,117.627,Box Culvert,BALUZURI 2 CULVERT,2.6,A,23.2397920309669,91.3125740860465,bridge,1086
1087,,N1,117.44800000000001,link,link,369.0,A,23.241348046465,91.3122740200171,link,1087
1088,546.0,N1,117.269,Box Culvert,BALUJURI BOX CULVERT,19.2,B,23.2429040619631,91.3119739539877,bridge,1088
1089,,N1,117.178,link,link,193.0,A,23.2436477872778,91.31168859162345,link,1089
1090,547.0,N1,117.087,Box Culvert,SONAGATI BOX CULVERT,2.5,B,23.2443915125925,91.3114032292592,bridge,1090
1091,,N1,116.5805,link,link,1016.0,A,23.24856892620145,91.30989793489024,link,1091
1092,548.0,N1,116.074,Box Culvert,HARISHARDE CULVERT,4.5,B,23.2527463398104,91.3083926405213,bridge,1092
1093,,N1,115.7995,link,link,553.0,A,23.255194658649252,91.3080041449644,link,1093
1094,549.0,N1,115.525,Box Culvert,NOWA PARA BOX CULVERT,3.6,B,23.2576429774881,91.3076156494075,bridge,1094
1095,,N1,115.4255,link,link,202.0,A,23.258529813744047,91.30748837470375,link,1095
1096,550.0,N1,115.326,Slab Culvert,RANGOWATIA 2 CULVERT,3.0,B,23.25941665,91.3073611,bridge,1096
1097,,N1,115.189,link,link,277.0,A,23.260626372029698,91.30719141930689,link,1097
1098,551.0,N1,115.052,Box Culvert,RANGAMATIA (1 BOX CULVERT,3.0,B,23.2618360940594,91.3070217386138,bridge,1098
1099,,N1,114.3845,link,link,1340.0,A,23.2674275220297,91.3049939634069,link,1099
1100,552.0,N1,113.717,Box Culvert,AMAN GONG SLAB CULVERT,6.3,B,23.27301895,91.3029661882,bridge,1100
1101,,N1,113.09299999999999,link,link,1253.0,A,23.27760693791985,91.29981584894495,link,1101
1102,553.0,N1,112.469,Box Culvert,BOWCHI BAZAR CULVERT,4.6,B,23.2821949258397,91.2966655096899,bridge,1102
1103,,N1,111.989,link,link,969.0,A,23.28595078224255,91.2948119904027,link,1103
1104,554.0,N1,111.509,Box Culvert,SUPUYA BOX CULVERT,13.4,A,23.2897066386454,91.2929584711155,bridge,1104
1105,,N1,111.03,link,link,966.0,A,23.2938370829065,91.29198630405486,link,1105
1106,555.0,N1,110.551,Box Culvert,LALGORE BEZER CULVERT,3.2,A,23.2979675271676,91.2910141369942,bridge,1106
1107,,N1,110.224,link,link,657.0,A,23.30069908610035,91.28999558836466,link,1107
1108,556.0,N1,109.897,Slab Culvert,DHARMA PUR SLAB CULVERT,2.6,B,23.3034306450331,91.2889770397351,bridge,1108
1109,,N1,109.593,link,link,619.0,A,23.3058959590796,91.2877778716043,link,1109
1110,557.0,N1,109.289,Box Culvert,DOLL BARI CULVERT,19.2,B,23.3083612731261,91.2865787034735,bridge,1110
1111,,N1,108.707,link,link,1178.0,A,23.31321548001995,91.2848327178218,link,1111
1112,558.0,N1,108.125,Box Culvert,NOYA BAZER BOX CULVERT,9.2,A,23.3180696869138,91.2830867321701,bridge,1112
1113,,N1,107.322,link,link,1623.0,A,23.3241079596569,91.27898300728505,link,1113
