,RunId,iteration,Step,collapse_dict,step,avg_delay,avg_driving_time
0,0,0,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
1,0,0,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.6138670998638975,2225.5919191919193
2,1,1,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
3,1,1,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.154195273366822,2222.523618090452
4,2,2,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
5,2,2,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.288806628835029,2230.5140845070423
6,3,3,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
7,3,3,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,6.5646972674415895,2223.884964682139
8,4,4,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
9,4,4,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.014435663512875,2220.9730538922154
10,5,5,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
11,5,5,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.279851647337751,2226.2042253521126
12,6,6,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
13,6,6,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.661801927064311,2218.067336683417
14,7,7,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
15,7,7,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,6.911755070635923,2219.258776328987
16,8,8,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
17,8,8,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,8.000108598445706,2223.140262361251
18,9,9,0,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",0,0.0,0.0
19,9,9,7200,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.1}",7200,7.30839724790047,2221.2900302114804
